2.222222222222225430e-01,4.583333333333332593e-01,1.219512195121951470e-01,5.882352941176471200e-02
1.851851851851853414e-01,5.833333333333332593e-01,2.195121951219512202e-01,5.882352941176471200e-02
4.444444444444444198e-01,1.666666666666666297e-01,6.585365853658537993e-01,5.294117647058823595e-01
5.185185185185188228e-01,3.333333333333332593e-01,7.560975609756097615e-01,7.058823529411765163e-01
2.962962962962962798e-01,2.083333333333332593e-01,4.878048780487805880e-01,5.882352941176470784e-01
2.222222222222225430e-01,4.166666666666667407e-01,9.756097560975610095e-02,5.882352941176471200e-02
2.592592592592593004e-01,6.666666666666667407e-01,9.756097560975610095e-02,5.882352941176471200e-02
7.407407407407406996e-01,1.249999999999998890e-01,8.292682926829271217e-01,7.058823529411765163e-01
3.333333333333334814e-01,8.749999999999997780e-01,1.219512195121951470e-01,0.000000000000000000e+00
2.592592592592593004e-01,5.833333333333332593e-01,1.463414634146341931e-01,1.764705882352941291e-01
3.333333333333334814e-01,6.250000000000000000e-01,1.219512195121951470e-01,5.882352941176471200e-02
4.444444444444444198e-01,2.083333333333332593e-01,7.317073170731708265e-01,7.058823529411765163e-01
2.962962962962962798e-01,6.250000000000000000e-01,9.756097560975610095e-02,1.176470588235294101e-01
4.444444444444444198e-01,6.250000000000000000e-01,7.317073170731711040e-02,5.882352941176471200e-02
6.296296296296299833e-01,3.750000000000000000e-01,8.536585365853659457e-01,8.235294117647058432e-01
2.962962962962962798e-01,7.083333333333332593e-01,1.219512195121951470e-01,1.764705882352941291e-01
2.592592592592593004e-01,4.166666666666667407e-01,1.463414634146341931e-01,5.882352941176471200e-02
